year,sex,qimd,agegroup,deaths
2001,1,1,<1,676
2001,1,1,01-04,126
2001,1,1,05-09,63
2001,1,1,10-14,91
2001,1,1,15-19,246
2001,1,1,20-24,395
2001,1,1,25-29,509
2001,1,1,30-34,707
2001,1,1,35-39,871
2001,1,1,40-44,1108
2001,1,1,45-49,1568
2001,1,1,50-54,2321
2001,1,1,55-59,2867
2001,1,1,60-64,4124
2001,1,1,65-69,5800
2001,1,1,70-74,7883
2001,1,1,75-79,9695
2001,1,1,80-84,7907
2001,1,1,85-89,5436
2001,1,1,90+,2689
2001,1,2,<1,359
2001,1,2,01-04,61
2001,1,2,05-09,32
2001,1,2,10-14,77
2001,1,2,15-19,178
2001,1,2,20-24,236
2001,1,2,25-29,343
2001,1,2,30-34,501
2001,1,2,35-39,604
2001,1,2,40-44,708
2001,1,2,45-49,1066
2001,1,2,50-54,1645
2001,1,2,55-59,2262
2001,1,2,60-64,3231
2001,1,2,65-69,4627
2001,1,2,70-74,6858
2001,1,2,75-79,8954
2001,1,2,80-84,8117
2001,1,2,85-89,6292
2001,1,2,90+,3538
2001,1,3,<1,230
2001,1,3,01-04,44
2001,1,3,05-09,27
2001,1,3,10-14,50
2001,1,3,15-19,168
2001,1,3,20-24,213
2001,1,3,25-29,268
2001,1,3,30-34,375
2001,1,3,35-39,432
2001,1,3,40-44,554
2001,1,3,45-49,805
2001,1,3,50-54,1457
2001,1,3,55-59,2062
2001,1,3,60-64,2864
2001,1,3,65-69,4244
2001,1,3,70-74,6362
2001,1,3,75-79,8679
2001,1,3,80-84,8618
2001,1,3,85-89,6916
2001,1,3,90+,4289
2001,1,4,<1,239
2001,1,4,01-04,32
2001,1,4,05-09,36
2001,1,4,10-14,34
2001,1,4,15-19,130
2001,1,4,20-24,182
2001,1,4,25-29,210
2001,1,4,30-34,288
2001,1,4,35-39,339
2001,1,4,40-44,465
2001,1,4,45-49,734
2001,1,4,50-54,1290
2001,1,4,55-59,1923
2001,1,4,60-64,2617
2001,1,4,65-69,3862
2001,1,4,70-74,5944
2001,1,4,75-79,8007
2001,1,4,80-84,7890
2001,1,4,85-89,6741
2001,1,4,90+,4227
2001,1,5,<1,202
2001,1,5,01-04,46
2001,1,5,05-09,27
2001,1,5,10-14,49
2001,1,5,15-19,136
2001,1,5,20-24,132
2001,1,5,25-29,143
2001,1,5,30-34,191
2001,1,5,35-39,278
2001,1,5,40-44,370
2001,1,5,45-49,548
2001,1,5,50-54,1103
2001,1,5,55-59,1616
2001,1,5,60-64,2131
2001,1,5,65-69,3174
2001,1,5,70-74,4953
2001,1,5,75-79,6824
2001,1,5,80-84,6807
2001,1,5,85-89,5908
2001,1,5,90+,3761
2001,2,1,<1,535
2001,2,1,01-04,101
2001,2,1,05-09,52
2001,2,1,10-14,44
2001,2,1,15-19,100
2001,2,1,20-24,122
2001,2,1,25-29,204
2001,2,1,30-34,319
2001,2,1,35-39,440
2001,2,1,40-44,549
2001,2,1,45-49,875
2001,2,1,50-54,1311
2001,2,1,55-59,1664
2001,2,1,60-64,2469
2001,2,1,65-69,3871
2001,2,1,70-74,6010
2001,2,1,75-79,8621
2001,2,1,80-84,9638
2001,2,1,85-89,9696
2001,2,1,90+,9012
2001,2,2,<1,324
2001,2,2,01-04,46
2001,2,2,05-09,42
2001,2,2,10-14,28
2001,2,2,15-19,84
2001,2,2,20-24,101
2001,2,2,25-29,133
2001,2,2,30-34,220
2001,2,2,35-39,352
2001,2,2,40-44,507
2001,2,2,45-49,666
2001,2,2,50-54,1146
2001,2,2,55-59,1392
2001,2,2,60-64,2051
2001,2,2,65-69,3001
2001,2,2,70-74,5215
2001,2,2,75-79,8259
2001,2,2,80-84,9954
2001,2,2,85-89,10580
2001,2,2,90+,10806
2001,2,3,<1,192
2001,2,3,01-04,42
2001,2,3,05-09,27
2001,2,3,10-14,28
2001,2,3,15-19,62
2001,2,3,20-24,70
2001,2,3,25-29,93
2001,2,3,30-34,178
2001,2,3,35-39,262
2001,2,3,40-44,392
2001,2,3,45-49,575
2001,2,3,50-54,1026
2001,2,3,55-59,1384
2001,2,3,60-64,1833
2001,2,3,65-69,2765
2001,2,3,70-74,4798
2001,2,3,75-79,7581
2001,2,3,80-84,9864
2001,2,3,85-89,11619
2001,2,3,90+,12698
2001,2,4,<1,156
2001,2,4,01-04,32
2001,2,4,05-09,34
2001,2,4,10-14,34
2001,2,4,15-19,53
2001,2,4,20-24,80
2001,2,4,25-29,90
2001,2,4,30-34,128
2001,2,4,35-39,234
2001,2,4,40-44,342
2001,2,4,45-49,493
2001,2,4,50-54,1042
2001,2,4,55-59,1312
2001,2,4,60-64,1709
2001,2,4,65-69,2411
2001,2,4,70-74,4243
2001,2,4,75-79,6964
2001,2,4,80-84,9157
2001,2,4,85-89,11078
2001,2,4,90+,12246
2001,2,5,<1,150
2001,2,5,01-04,35
2001,2,5,05-09,28
2001,2,5,10-14,24
2001,2,5,15-19,61
2001,2,5,20-24,54
2001,2,5,25-29,70
2001,2,5,30-34,110
2001,2,5,35-39,246
2001,2,5,40-44,279
2001,2,5,45-49,458
2001,2,5,50-54,824
2001,2,5,55-59,1096
2001,2,5,60-64,1483
2001,2,5,65-69,2115
2001,2,5,70-74,3398
2001,2,5,75-79,5634
2001,2,5,80-84,7388
2001,2,5,85-89,9286
2001,2,5,90+,10255
2002,1,1,<1,671
2002,1,1,01-04,101
2002,1,1,05-09,54
2002,1,1,10-14,70
2002,1,1,15-19,230
2002,1,1,20-24,376
2002,1,1,25-29,468
2002,1,1,30-34,699
2002,1,1,35-39,895
2002,1,1,40-44,1087
2002,1,1,45-49,1562
2002,1,1,50-54,2153
2002,1,1,55-59,3030
2002,1,1,60-64,4061
2002,1,1,65-69,5635
2002,1,1,70-74,7634
2002,1,1,75-79,9373
2002,1,1,80-84,8380
2002,1,1,85-89,5318
2002,1,1,90+,2854
2002,1,2,<1,392
2002,1,2,01-04,45
2002,1,2,05-09,40
2002,1,2,10-14,61
2002,1,2,15-19,170
2002,1,2,20-24,267
2002,1,2,25-29,372
2002,1,2,30-34,429
2002,1,2,35-39,589
2002,1,2,40-44,812
2002,1,2,45-49,1064
2002,1,2,50-54,1628
2002,1,2,55-59,2367
2002,1,2,60-64,3250
2002,1,2,65-69,4569
2002,1,2,70-74,6675
2002,1,2,75-79,8681
2002,1,2,80-84,8651
2002,1,2,85-89,6244
2002,1,2,90+,3778
2002,1,3,<1,271
2002,1,3,01-04,61
2002,1,3,05-09,38
2002,1,3,10-14,53
2002,1,3,15-19,179
2002,1,3,20-24,211
2002,1,3,25-29,270
2002,1,3,30-34,391
2002,1,3,35-39,429
2002,1,3,40-44,577
2002,1,3,45-49,846
2002,1,3,50-54,1388
2002,1,3,55-59,2155
2002,1,3,60-64,2897
2002,1,3,65-69,4129
2002,1,3,70-74,6134
2002,1,3,75-79,8468
2002,1,3,80-84,8980
2002,1,3,85-89,6788
2002,1,3,90+,4504
2002,1,4,<1,222
2002,1,4,01-04,46
2002,1,4,05-09,28
2002,1,4,10-14,43
2002,1,4,15-19,147
2002,1,4,20-24,191
2002,1,4,25-29,201
2002,1,4,30-34,257
2002,1,4,35-39,383
2002,1,4,40-44,449
2002,1,4,45-49,710
2002,1,4,50-54,1190
2002,1,4,55-59,1883
2002,1,4,60-64,2542
2002,1,4,65-69,3906
2002,1,4,70-74,5827
2002,1,4,75-79,7809
2002,1,4,80-84,8520
2002,1,4,85-89,6762
2002,1,4,90+,4600
2002,1,5,<1,181
2002,1,5,01-04,50
2002,1,5,05-09,28
2002,1,5,10-14,41
2002,1,5,15-19,123
2002,1,5,20-24,159
2002,1,5,25-29,132
2002,1,5,30-34,207
2002,1,5,35-39,253
2002,1,5,40-44,375
2002,1,5,45-49,596
2002,1,5,50-54,990
2002,1,5,55-59,1676
2002,1,5,60-64,2032
2002,1,5,65-69,3203
2002,1,5,70-74,5021
2002,1,5,75-79,6754
2002,1,5,80-84,7129
2002,1,5,85-89,5870
2002,1,5,90+,3943
2002,2,1,<1,485
2002,2,1,01-04,68
2002,2,1,05-09,52
2002,2,1,10-14,51
2002,2,1,15-19,94
2002,2,1,20-24,130
2002,2,1,25-29,179
2002,2,1,30-34,322
2002,2,1,35-39,473
2002,2,1,40-44,565
2002,2,1,45-49,900
2002,2,1,50-54,1224
2002,2,1,55-59,1713
2002,2,1,60-64,2408
2002,2,1,65-69,3602
2002,2,1,70-74,5743
2002,2,1,75-79,8643
2002,2,1,80-84,10296
2002,2,1,85-89,9675
2002,2,1,90+,9427
2002,2,2,<1,278
2002,2,2,01-04,53
2002,2,2,05-09,31
2002,2,2,10-14,33
2002,2,2,15-19,83
2002,2,2,20-24,102
2002,2,2,25-29,118
2002,2,2,30-34,206
2002,2,2,35-39,330
2002,2,2,40-44,442
2002,2,2,45-49,697
2002,2,2,50-54,1024
2002,2,2,55-59,1467
2002,2,2,60-64,2013
2002,2,2,65-69,2932
2002,2,2,70-74,5019
2002,2,2,75-79,7968
2002,2,2,80-84,10279
2002,2,2,85-89,10582
2002,2,2,90+,11317
2002,2,3,<1,218
2002,2,3,01-04,44
2002,2,3,05-09,26
2002,2,3,10-14,38
2002,2,3,15-19,62
2002,2,3,20-24,83
2002,2,3,25-29,105
2002,2,3,30-34,173
2002,2,3,35-39,224
2002,2,3,40-44,431
2002,2,3,45-49,569
2002,2,3,50-54,947
2002,2,3,55-59,1399
2002,2,3,60-64,1843
2002,2,3,65-69,2713
2002,2,3,70-74,4624
2002,2,3,75-79,7542
2002,2,3,80-84,10239
2002,2,3,85-89,11367
2002,2,3,90+,12889
2002,2,4,<1,149
2002,2,4,01-04,29
2002,2,4,05-09,19
2002,2,4,10-14,41
2002,2,4,15-19,70
2002,2,4,20-24,68
2002,2,4,25-29,81
2002,2,4,30-34,128
2002,2,4,35-39,215
2002,2,4,40-44,360
2002,2,4,45-49,549
2002,2,4,50-54,881
2002,2,4,55-59,1350
2002,2,4,60-64,1740
2002,2,4,65-69,2528
2002,2,4,70-74,4184
2002,2,4,75-79,6821
2002,2,4,80-84,9342
2002,2,4,85-89,10997
2002,2,4,90+,12948
2002,2,5,<1,135
2002,2,5,01-04,31
2002,2,5,05-09,19
2002,2,5,10-14,28
2002,2,5,15-19,55
2002,2,5,20-24,49
2002,2,5,25-29,70
2002,2,5,30-34,118
2002,2,5,35-39,187
2002,2,5,40-44,303
2002,2,5,45-49,467
2002,2,5,50-54,860
2002,2,5,55-59,1219
2002,2,5,60-64,1412
2002,2,5,65-69,2037
2002,2,5,70-74,3500
2002,2,5,75-79,5375
2002,2,5,80-84,7723
2002,2,5,85-89,9232
2002,2,5,90+,10934
2003,1,1,<1,708
2003,1,1,01-04,124
2003,1,1,05-09,51
2003,1,1,10-14,61
2003,1,1,15-19,217
2003,1,1,20-24,359
2003,1,1,25-29,416
2003,1,1,30-34,715
2003,1,1,35-39,844
2003,1,1,40-44,1168
2003,1,1,45-49,1473
2003,1,1,50-54,2201
2003,1,1,55-59,3145
2003,1,1,60-64,4058
2003,1,1,65-69,5523
2003,1,1,70-74,7288
2003,1,1,75-79,8952
2003,1,1,80-84,8877
2003,1,1,85-89,5218
2003,1,1,90+,3088
2003,1,2,<1,374
2003,1,2,01-04,52
2003,1,2,05-09,46
2003,1,2,10-14,38
2003,1,2,15-19,168
2003,1,2,20-24,280
2003,1,2,25-29,316
2003,1,2,30-34,475
2003,1,2,35-39,644
2003,1,2,40-44,792
2003,1,2,45-49,1023
2003,1,2,50-54,1569
2003,1,2,55-59,2479
2003,1,2,60-64,3158
2003,1,2,65-69,4431
2003,1,2,70-74,6389
2003,1,2,75-79,8342
2003,1,2,80-84,9137
2003,1,2,85-89,6029
2003,1,2,90+,3965
2003,1,3,<1,255
2003,1,3,01-04,37
2003,1,3,05-09,38
2003,1,3,10-14,59
2003,1,3,15-19,142
2003,1,3,20-24,234
2003,1,3,25-29,222
2003,1,3,30-34,293
2003,1,3,35-39,444
2003,1,3,40-44,629
2003,1,3,45-49,877
2003,1,3,50-54,1338
2003,1,3,55-59,2215
2003,1,3,60-64,2858
2003,1,3,65-69,4117
2003,1,3,70-74,6030
2003,1,3,75-79,8149
2003,1,3,80-84,9380
2003,1,3,85-89,6574
2003,1,3,90+,4846
2003,1,4,<1,198
2003,1,4,01-04,29
2003,1,4,05-09,32
2003,1,4,10-14,42
2003,1,4,15-19,141
2003,1,4,20-24,179
2003,1,4,25-29,184
2003,1,4,30-34,261
2003,1,4,35-39,340
2003,1,4,40-44,471
2003,1,4,45-49,688
2003,1,4,50-54,1126
2003,1,4,55-59,2026
2003,1,4,60-64,2583
2003,1,4,65-69,3852
2003,1,4,70-74,5667
2003,1,4,75-79,7766
2003,1,4,80-84,8923
2003,1,4,85-89,6539
2003,1,4,90+,4771
2003,1,5,<1,200
2003,1,5,01-04,44
2003,1,5,05-09,24
2003,1,5,10-14,42
2003,1,5,15-19,117
2003,1,5,20-24,170
2003,1,5,25-29,129
2003,1,5,30-34,187
2003,1,5,35-39,266
2003,1,5,40-44,420
2003,1,5,45-49,573
2003,1,5,50-54,952
2003,1,5,55-59,1671
2003,1,5,60-64,2159
2003,1,5,65-69,3237
2003,1,5,70-74,4775
2003,1,5,75-79,6570
2003,1,5,80-84,7582
2003,1,5,85-89,5622
2003,1,5,90+,4151
2003,2,1,<1,572
2003,2,1,01-04,101
2003,2,1,05-09,41
2003,2,1,10-14,41
2003,2,1,15-19,94
2003,2,1,20-24,141
2003,2,1,25-29,178
2003,2,1,30-34,310
2003,2,1,35-39,398
2003,2,1,40-44,622
2003,2,1,45-49,878
2003,2,1,50-54,1266
2003,2,1,55-59,1754
2003,2,1,60-64,2376
2003,2,1,65-69,3518
2003,2,1,70-74,5712
2003,2,1,75-79,8365
2003,2,1,80-84,11000
2003,2,1,85-89,9377
2003,2,1,90+,10016
2003,2,2,<1,304
2003,2,2,01-04,52
2003,2,2,05-09,30
2003,2,2,10-14,36
2003,2,2,15-19,63
2003,2,2,20-24,98
2003,2,2,25-29,142
2003,2,2,30-34,216
2003,2,2,35-39,372
2003,2,2,40-44,485
2003,2,2,45-49,744
2003,2,2,50-54,1038
2003,2,2,55-59,1533
2003,2,2,60-64,1931
2003,2,2,65-69,3039
2003,2,2,70-74,4862
2003,2,2,75-79,7841
2003,2,2,80-84,11008
2003,2,2,85-89,10384
2003,2,2,90+,11890
2003,2,3,<1,215
2003,2,3,01-04,36
2003,2,3,05-09,36
2003,2,3,10-14,46
2003,2,3,15-19,65
2003,2,3,20-24,75
2003,2,3,25-29,103
2003,2,3,30-34,157
2003,2,3,35-39,241
2003,2,3,40-44,437
2003,2,3,45-49,544
2003,2,3,50-54,907
2003,2,3,55-59,1483
2003,2,3,60-64,1826
2003,2,3,65-69,2799
2003,2,3,70-74,4478
2003,2,3,75-79,7369
2003,2,3,80-84,10962
2003,2,3,85-89,11275
2003,2,3,90+,13669
2003,2,4,<1,176
2003,2,4,01-04,34
2003,2,4,05-09,12
2003,2,4,10-14,38
2003,2,4,15-19,67
2003,2,4,20-24,79
2003,2,4,25-29,84
2003,2,4,30-34,147
2003,2,4,35-39,224
2003,2,4,40-44,355
2003,2,4,45-49,541
2003,2,4,50-54,812
2003,2,4,55-59,1395
2003,2,4,60-64,1675
2003,2,4,65-69,2475
2003,2,4,70-74,3968
2003,2,4,75-79,6605
2003,2,4,80-84,9903
2003,2,4,85-89,10720
2003,2,4,90+,13425
2003,2,5,<1,143
2003,2,5,01-04,37
2003,2,5,05-09,29
2003,2,5,10-14,34
2003,2,5,15-19,57
2003,2,5,20-24,51
2003,2,5,25-29,66
2003,2,5,30-34,123
2003,2,5,35-39,211
2003,2,5,40-44,294
2003,2,5,45-49,435
2003,2,5,50-54,810
2003,2,5,55-59,1255
2003,2,5,60-64,1456
2003,2,5,65-69,2132
2003,2,5,70-74,3384
2003,2,5,75-79,5341
2003,2,5,80-84,8265
2003,2,5,85-89,8822
2003,2,5,90+,11257
2004,1,1,<1,650
2004,1,1,01-04,104
2004,1,1,05-09,42
2004,1,1,10-14,82
2004,1,1,15-19,217
2004,1,1,20-24,361
2004,1,1,25-29,450
2004,1,1,30-34,614
2004,1,1,35-39,881
2004,1,1,40-44,1203
2004,1,1,45-49,1498
2004,1,1,50-54,2088
2004,1,1,55-59,2996
2004,1,1,60-64,3818
2004,1,1,65-69,5432
2004,1,1,70-74,6902
2004,1,1,75-79,8350
2004,1,1,80-84,8784
2004,1,1,85-89,4844
2004,1,1,90+,3090
2004,1,2,<1,378
2004,1,2,01-04,59
2004,1,2,05-09,31
2004,1,2,10-14,49
2004,1,2,15-19,154
2004,1,2,20-24,284
2004,1,2,25-29,292
2004,1,2,30-34,426
2004,1,2,35-39,602
2004,1,2,40-44,763
2004,1,2,45-49,1015
2004,1,2,50-54,1618
2004,1,2,55-59,2280
2004,1,2,60-64,2991
2004,1,2,65-69,4293
2004,1,2,70-74,5996
2004,1,2,75-79,7969
2004,1,2,80-84,8940
2004,1,2,85-89,5535
2004,1,2,90+,3859
2004,1,3,<1,287
2004,1,3,01-04,51
2004,1,3,05-09,22
2004,1,3,10-14,51
2004,1,3,15-19,142
2004,1,3,20-24,207
2004,1,3,25-29,225
2004,1,3,30-34,314
2004,1,3,35-39,440
2004,1,3,40-44,587
2004,1,3,45-49,788
2004,1,3,50-54,1250
2004,1,3,55-59,2134
2004,1,3,60-64,2893
2004,1,3,65-69,3923
2004,1,3,70-74,5714
2004,1,3,75-79,7979
2004,1,3,80-84,9175
2004,1,3,85-89,6030
2004,1,3,90+,4670
2004,1,4,<1,219
2004,1,4,01-04,40
2004,1,4,05-09,36
2004,1,4,10-14,29
2004,1,4,15-19,137
2004,1,4,20-24,165
2004,1,4,25-29,183
2004,1,4,30-34,242
2004,1,4,35-39,345
2004,1,4,40-44,477
2004,1,4,45-49,674
2004,1,4,50-54,1055
2004,1,4,55-59,1881
2004,1,4,60-64,2539
2004,1,4,65-69,3820
2004,1,4,70-74,5353
2004,1,4,75-79,7332
2004,1,4,80-84,9050
2004,1,4,85-89,6094
2004,1,4,90+,4796
2004,1,5,<1,165
2004,1,5,01-04,36
2004,1,5,05-09,28
2004,1,5,10-14,27
2004,1,5,15-19,113
2004,1,5,20-24,158
2004,1,5,25-29,124
2004,1,5,30-34,174
2004,1,5,35-39,277
2004,1,5,40-44,376
2004,1,5,45-49,574
2004,1,5,50-54,969
2004,1,5,55-59,1580
2004,1,5,60-64,2100
2004,1,5,65-69,3117
2004,1,5,70-74,4558
2004,1,5,75-79,6289
2004,1,5,80-84,7792
2004,1,5,85-89,5244
2004,1,5,90+,4109
2004,2,1,<1,505
2004,2,1,01-04,78
2004,2,1,05-09,39
2004,2,1,10-14,59
2004,2,1,15-19,101
2004,2,1,20-24,163
2004,2,1,25-29,166
2004,2,1,30-34,283
2004,2,1,35-39,464
2004,2,1,40-44,593
2004,2,1,45-49,855
2004,2,1,50-54,1182
2004,2,1,55-59,1748
2004,2,1,60-64,2279
2004,2,1,65-69,3590
2004,2,1,70-74,5242
2004,2,1,75-79,7779
2004,2,1,80-84,10363
2004,2,1,85-89,8559
2004,2,1,90+,9353
2004,2,2,<1,310
2004,2,2,01-04,42
2004,2,2,05-09,25
2004,2,2,10-14,31
2004,2,2,15-19,90
2004,2,2,20-24,103
2004,2,2,25-29,143
2004,2,2,30-34,194
2004,2,2,35-39,349
2004,2,2,40-44,484
2004,2,2,45-49,662
2004,2,2,50-54,967
2004,2,2,55-59,1540
2004,2,2,60-64,1886
2004,2,2,65-69,2869
2004,2,2,70-74,4579
2004,2,2,75-79,7180
2004,2,2,80-84,10544
2004,2,2,85-89,9228
2004,2,2,90+,11383
2004,2,3,<1,244
2004,2,3,01-04,30
2004,2,3,05-09,25
2004,2,3,10-14,28
2004,2,3,15-19,60
2004,2,3,20-24,79
2004,2,3,25-29,103
2004,2,3,30-34,159
2004,2,3,35-39,265
2004,2,3,40-44,382
2004,2,3,45-49,595
2004,2,3,50-54,886
2004,2,3,55-59,1494
2004,2,3,60-64,1881
2004,2,3,65-69,2647
2004,2,3,70-74,4094
2004,2,3,75-79,6618
2004,2,3,80-84,10680
2004,2,3,85-89,10074
2004,2,3,90+,13112
2004,2,4,<1,161
2004,2,4,01-04,46
2004,2,4,05-09,20
2004,2,4,10-14,26
2004,2,4,15-19,66
2004,2,4,20-24,60
2004,2,4,25-29,65
2004,2,4,30-34,147
2004,2,4,35-39,209
2004,2,4,40-44,354
2004,2,4,45-49,500
2004,2,4,50-54,799
2004,2,4,55-59,1295
2004,2,4,60-64,1645
2004,2,4,65-69,2427
2004,2,4,70-74,3817
2004,2,4,75-79,6340
2004,2,4,80-84,9833
2004,2,4,85-89,9370
2004,2,4,90+,12896
2004,2,5,<1,149
2004,2,5,01-04,36
2004,2,5,05-09,21
2004,2,5,10-14,23
2004,2,5,15-19,55
2004,2,5,20-24,63
2004,2,5,25-29,67
2004,2,5,30-34,98
2004,2,5,35-39,193
2004,2,5,40-44,300
2004,2,5,45-49,465
2004,2,5,50-54,676
2004,2,5,55-59,1223
2004,2,5,60-64,1458
2004,2,5,65-69,2066
2004,2,5,70-74,3188
2004,2,5,75-79,5110
