year,sex,qimd,agegroup,deaths
2012,2,5,85-89,9435
2012,2,5,90+,13162
2013,1,1,<1,537
2013,1,1,01-04,72
2013,1,1,05-09,41
2013,1,1,10-14,36
2013,1,1,15-19,141
2013,1,1,20-24,211
2013,1,1,25-29,354
2013,1,1,30-34,482
2013,1,1,35-39,682
2013,1,1,40-44,1084
2013,1,1,45-49,1557
2013,1,1,50-54,1966
2013,1,1,55-59,2628
2013,1,1,60-64,3728
2013,1,1,65-69,4893
2013,1,1,70-74,5439
2013,1,1,75-79,6640
2013,1,1,80-84,7248
2013,1,1,85-89,6245
2013,1,1,90+,4464
2013,1,2,<1,365
2013,1,2,01-04,66
2013,1,2,05-09,28
2013,1,2,10-14,26
2013,1,2,15-19,109
2013,1,2,20-24,198
2013,1,2,25-29,291
2013,1,2,30-34,335
2013,1,2,35-39,474
2013,1,2,40-44,759
2013,1,2,45-49,1064
2013,1,2,50-54,1492
2013,1,2,55-59,2029
2013,1,2,60-64,2962
2013,1,2,65-69,4103
2013,1,2,70-74,4984
2013,1,2,75-79,6675
2013,1,2,80-84,7752
2013,1,2,85-89,7117
2013,1,2,90+,5446
2013,1,3,<1,236
2013,1,3,01-04,40
2013,1,3,05-09,26
2013,1,3,10-14,28
2013,1,3,15-19,84
2013,1,3,20-24,165
2013,1,3,25-29,174
2013,1,3,30-34,249
2013,1,3,35-39,344
2013,1,3,40-44,540
2013,1,3,45-49,841
2013,1,3,50-54,1197
2013,1,3,55-59,1644
2013,1,3,60-64,2762
2013,1,3,65-69,4116
2013,1,3,70-74,4996
2013,1,3,75-79,6670
2013,1,3,80-84,8542
2013,1,3,85-89,8217
2013,1,3,90+,6589
2013,1,4,<1,204
2013,1,4,01-04,44
2013,1,4,05-09,19
2013,1,4,10-14,26
2013,1,4,15-19,89
2013,1,4,20-24,138
2013,1,4,25-29,136
2013,1,4,30-34,198
2013,1,4,35-39,254
2013,1,4,40-44,456
2013,1,4,45-49,734
2013,1,4,50-54,987
2013,1,4,55-59,1442
2013,1,4,60-64,2310
2013,1,4,65-69,3762
2013,1,4,70-74,4700
2013,1,4,75-79,6552
2013,1,4,80-84,8395
2013,1,4,85-89,8189
2013,1,4,90+,6937
2013,1,5,<1,161
2013,1,5,01-04,27
2013,1,5,05-09,19
2013,1,5,10-14,31
2013,1,5,15-19,76
2013,1,5,20-24,106
2013,1,5,25-29,102
2013,1,5,30-34,137
2013,1,5,35-39,189
2013,1,5,40-44,328
2013,1,5,45-49,508
2013,1,5,50-54,870
2013,1,5,55-59,1235
2013,1,5,60-64,1904
2013,1,5,65-69,3280
2013,1,5,70-74,4115
2013,1,5,75-79,5787
2013,1,5,80-84,8029
2013,1,5,85-89,7873
2013,1,5,90+,6757
2013,2,1,<1,406
2013,2,1,01-04,75
2013,2,1,05-09,34
2013,2,1,10-14,35
2013,2,1,15-19,60
2013,2,1,20-24,105
2013,2,1,25-29,182
2013,2,1,30-34,261
2013,2,1,35-39,353
2013,2,1,40-44,636
2013,2,1,45-49,917
2013,2,1,50-54,1249
2013,2,1,55-59,1643
2013,2,1,60-64,2264
2013,2,1,65-69,3208
2013,2,1,70-74,4067
2013,2,1,75-79,5873
2013,2,1,80-84,8085
2013,2,1,85-89,8947
2013,2,1,90+,10722
2013,2,2,<1,256
2013,2,2,01-04,45
2013,2,2,05-09,16
2013,2,2,10-14,24
2013,2,2,15-19,41
2013,2,2,20-24,85
2013,2,2,25-29,115
2013,2,2,30-34,181
2013,2,2,35-39,248
2013,2,2,40-44,463
2013,2,2,45-49,661
2013,2,2,50-54,1000
2013,2,2,55-59,1371
2013,2,2,60-64,2006
2013,2,2,65-69,2854
2013,2,2,70-74,3639
2013,2,2,75-79,5363
2013,2,2,80-84,8171
2013,2,2,85-89,9782
2013,2,2,90+,12981
2013,2,3,<1,183
2013,2,3,01-04,37
2013,2,3,05-09,23
2013,2,3,10-14,19
2013,2,3,15-19,52
2013,2,3,20-24,71
2013,2,3,25-29,98
2013,2,3,30-34,151
2013,2,3,35-39,198
2013,2,3,40-44,314
2013,2,3,45-49,600
2013,2,3,50-54,847
2013,2,3,55-59,1173
2013,2,3,60-64,1841
2013,2,3,65-69,2856
2013,2,3,70-74,3620
2013,2,3,75-79,5427
2013,2,3,80-84,8226
2013,2,3,85-89,10919
2013,2,3,90+,15058
2013,2,4,<1,143
2013,2,4,01-04,32
2013,2,4,05-09,24
2013,2,4,10-14,22
2013,2,4,15-19,37
2013,2,4,20-24,60
2013,2,4,25-29,63
2013,2,4,30-34,93
2013,2,4,35-39,161
2013,2,4,40-44,288
2013,2,4,45-49,482
2013,2,4,50-54,747
2013,2,4,55-59,1047
2013,2,4,60-64,1589
2013,2,4,65-69,2736
2013,2,4,70-74,3293
2013,2,4,75-79,5131
2013,2,4,80-84,8133
2013,2,4,85-89,10472
2013,2,4,90+,15207
2013,2,5,<1,120
2013,2,5,01-04,23
2013,2,5,05-09,19
2013,2,5,10-14,19
2013,2,5,15-19,33
2013,2,5,20-24,42
2013,2,5,25-29,56
2013,2,5,30-34,90
2013,2,5,35-39,142
2013,2,5,40-44,259
2013,2,5,45-49,401
2013,2,5,50-54,597
2013,2,5,55-59,890
2013,2,5,60-64,1405
2013,2,5,65-69,2309
2013,2,5,70-74,2995
2013,2,5,75-79,4556
2013,2,5,80-84,7224
2013,2,5,85-89,9429
2013,2,5,90+,13755
2014,1,1,<1,506
2014,1,1,01-04,88
2014,1,1,05-09,43
2014,1,1,10-14,53
2014,1,1,15-19,137
2014,1,1,20-24,284
2014,1,1,25-29,385
2014,1,1,30-34,464
2014,1,1,35-39,708
2014,1,1,40-44,1095
2014,1,1,45-49,1673
2014,1,1,50-54,2099
2014,1,1,55-59,2724
2014,1,1,60-64,3670
2014,1,1,65-69,4792
2014,1,1,70-74,5530
2014,1,1,75-79,6794
2014,1,1,80-84,7223
2014,1,1,85-89,6136
2014,1,1,90+,4393
2014,1,2,<1,312
2014,1,2,01-04,66
2014,1,2,05-09,34
2014,1,2,10-14,43
2014,1,2,15-19,113
2014,1,2,20-24,204
2014,1,2,25-29,252
2014,1,2,30-34,358
2014,1,2,35-39,441
2014,1,2,40-44,725
2014,1,2,45-49,1106
2014,1,2,50-54,1517
2014,1,2,55-59,2042
2014,1,2,60-64,2885
2014,1,2,65-69,4304
2014,1,2,70-74,4975
2014,1,2,75-79,6449
2014,1,2,80-84,7515
2014,1,2,85-89,7012
2014,1,2,90+,5535
2014,1,3,<1,240
2014,1,3,01-04,36
2014,1,3,05-09,29
2014,1,3,10-14,25
2014,1,3,15-19,99
2014,1,3,20-24,165
2014,1,3,25-29,202
2014,1,3,30-34,265
2014,1,3,35-39,336
2014,1,3,40-44,517
2014,1,3,45-49,842
2014,1,3,50-54,1180
2014,1,3,55-59,1664
2014,1,3,60-64,2533
2014,1,3,65-69,4195
2014,1,3,70-74,5017
2014,1,3,75-79,6622
2014,1,3,80-84,8317
2014,1,3,85-89,8091
2014,1,3,90+,6853
2014,1,4,<1,180
2014,1,4,01-04,33
2014,1,4,05-09,20
2014,1,4,10-14,22
2014,1,4,15-19,86
2014,1,4,20-24,135
2014,1,4,25-29,165
2014,1,4,30-34,208
2014,1,4,35-39,244
2014,1,4,40-44,410
2014,1,4,45-49,616
2014,1,4,50-54,984
2014,1,4,55-59,1420
2014,1,4,60-64,2301
2014,1,4,65-69,3767
2014,1,4,70-74,4751
2014,1,4,75-79,6510
2014,1,4,80-84,8305
2014,1,4,85-89,8343
2014,1,4,90+,7039
2014,1,5,<1,133
2014,1,5,01-04,33
2014,1,5,05-09,25
2014,1,5,10-14,24
2014,1,5,15-19,62
2014,1,5,20-24,114
2014,1,5,25-29,99
2014,1,5,30-34,133
2014,1,5,35-39,169
2014,1,5,40-44,312
2014,1,5,45-49,547
2014,1,5,50-54,855
2014,1,5,55-59,1192
2014,1,5,60-64,1887
2014,1,5,65-69,3268
2014,1,5,70-74,4168
2014,1,5,75-79,5827
2014,1,5,80-84,7876
2014,1,5,85-89,8048
2014,1,5,90+,6893
2014,2,1,<1,440
2014,2,1,01-04,72
2014,2,1,05-09,34
2014,2,1,10-14,39
2014,2,1,15-19,63
2014,2,1,20-24,121
2014,2,1,25-29,169
2014,2,1,30-34,287
2014,2,1,35-39,377
2014,2,1,40-44,625
2014,2,1,45-49,931
2014,2,1,50-54,1302
2014,2,1,55-59,1657
2014,2,1,60-64,2315
2014,2,1,65-69,3186
2014,2,1,70-74,4097
2014,2,1,75-79,5684
2014,2,1,80-84,7554
2014,2,1,85-89,8567
2014,2,1,90+,10395
2014,2,2,<1,241
2014,2,2,01-04,45
2014,2,2,05-09,34
2014,2,2,10-14,32
2014,2,2,15-19,59
2014,2,2,20-24,89
2014,2,2,25-29,155
2014,2,2,30-34,196
2014,2,2,35-39,267
2014,2,2,40-44,425
2014,2,2,45-49,687
2014,2,2,50-54,964
2014,2,2,55-59,1268
2014,2,2,60-64,1940
2014,2,2,65-69,2821
2014,2,2,70-74,3808
2014,2,2,75-79,5281
2014,2,2,80-84,7825
2014,2,2,85-89,9495
2014,2,2,90+,12745
2014,2,3,<1,207
2014,2,3,01-04,23
2014,2,3,05-09,24
2014,2,3,10-14,14
2014,2,3,15-19,58
2014,2,3,20-24,61
2014,2,3,25-29,93
2014,2,3,30-34,149
2014,2,3,35-39,198
2014,2,3,40-44,380
2014,2,3,45-49,558
2014,2,3,50-54,838
2014,2,3,55-59,1134
2014,2,3,60-64,1800
2014,2,3,65-69,2838
2014,2,3,70-74,3588
2014,2,3,75-79,5365
2014,2,3,80-84,8132
2014,2,3,85-89,10268
2014,2,3,90+,14795
2014,2,4,<1,148
2014,2,4,01-04,17
2014,2,4,05-09,16
2014,2,4,10-14,12
2014,2,4,15-19,51
2014,2,4,20-24,54
2014,2,4,25-29,58
2014,2,4,30-34,92
2014,2,4,35-39,167
2014,2,4,40-44,298
2014,2,4,45-49,514
2014,2,4,50-54,735
2014,2,4,55-59,1066
2014,2,4,60-64,1664
2014,2,4,65-69,2730
2014,2,4,70-74,3403
2014,2,4,75-79,5186
2014,2,4,80-84,7753
2014,2,4,85-89,10017
2014,2,4,90+,15062
2014,2,5,<1,141
2014,2,5,01-04,33
2014,2,5,05-09,13
2014,2,5,10-14,15
2014,2,5,15-19,46
2014,2,5,20-24,58
2014,2,5,25-29,50
2014,2,5,30-34,95
2014,2,5,35-39,135
2014,2,5,40-44,269
2014,2,5,45-49,398
2014,2,5,50-54,674
2014,2,5,55-59,889
2014,2,5,60-64,1269
2014,2,5,65-69,2314
2014,2,5,70-74,3022
2014,2,5,75-79,4558
2014,2,5,80-84,7117
2014,2,5,85-89,9352
2014,2,5,90+,13453
2015,1,1,<1,542
2015,1,1,01-04,84
2015,1,1,05-09,52
2015,1,1,10-14,46
2015,1,1,15-19,123
2015,1,1,20-24,277
2015,1,1,25-29,355
2015,1,1,30-34,512
2015,1,1,35-39,703
2015,1,1,40-44,1079
2015,1,1,45-49,1604
2015,1,1,50-54,2210
2015,1,1,55-59,2752
2015,1,1,60-64,3777
2015,1,1,65-69,5037
2015,1,1,70-74,5621
2015,1,1,75-79,6964
2015,1,1,80-84,7483
2015,1,1,85-89,6534
2015,1,1,90+,4972
2015,1,2,<1,361
2015,1,2,01-04,48
2015,1,2,05-09,29
2015,1,2,10-14,31
2015,1,2,15-19,104
2015,1,2,20-24,222
2015,1,2,25-29,276
2015,1,2,30-34,365
2015,1,2,35-39,473
2015,1,2,40-44,715
2015,1,2,45-49,1130
2015,1,2,50-54,1613
2015,1,2,55-59,2141
2015,1,2,60-64,2946
2015,1,2,65-69,4434
2015,1,2,70-74,5294
2015,1,2,75-79,6644
2015,1,2,80-84,7996
2015,1,2,85-89,7529
2015,1,2,90+,6153
2015,1,3,<1,226
2015,1,3,01-04,41
2015,1,3,05-09,25
2015,1,3,10-14,22
2015,1,3,15-19,104
2015,1,3,20-24,152
2015,1,3,25-29,202
2015,1,3,30-34,234
2015,1,3,35-39,321
2015,1,3,40-44,529
2015,1,3,45-49,827
2015,1,3,50-54,1223
2015,1,3,55-59,1780
2015,1,3,60-64,2568
2015,1,3,65-69,4226
2015,1,3,70-74,5248
2015,1,3,75-79,7089
2015,1,3,80-84,8707
2015,1,3,85-89,8660
2015,1,3,90+,7553
2015,1,4,<1,214
2015,1,4,01-04,44
2015,1,4,05-09,19
2015,1,4,10-14,27
2015,1,4,15-19,85
2015,1,4,20-24,133
2015,1,4,25-29,143
2015,1,4,30-34,181
2015,1,4,35-39,237
2015,1,4,40-44,404
2015,1,4,45-49,653
2015,1,4,50-54,997
2015,1,4,55-59,1463
2015,1,4,60-64,2287
2015,1,4,65-69,3773
2015,1,4,70-74,4817
2015,1,4,75-79,6640
2015,1,4,80-84,8819
2015,1,4,85-89,8841
2015,1,4,90+,7863
2015,1,5,<1,147
2015,1,5,01-04,26
2015,1,5,05-09,13
2015,1,5,10-14,29
2015,1,5,15-19,75
2015,1,5,20-24,117
2015,1,5,25-29,97
2015,1,5,30-34,127
2015,1,5,35-39,174
2015,1,5,40-44,305
2015,1,5,45-49,503
2015,1,5,50-54,829
2015,1,5,55-59,1183
2015,1,5,60-64,1815
2015,1,5,65-69,3308
2015,1,5,70-74,4339
2015,1,5,75-79,6098
2015,1,5,80-84,8178
2015,1,5,85-89,8725
2015,1,5,90+,7721
2015,2,1,<1,412
2015,2,1,01-04,76
2015,2,1,05-09,37
2015,2,1,10-14,34
2015,2,1,15-19,67
2015,2,1,20-24,95
2015,2,1,25-29,171
2015,2,1,30-34,259
2015,2,1,35-39,421
2015,2,1,40-44,624
2015,2,1,45-49,974
2015,2,1,50-54,1374
2015,2,1,55-59,1679
2015,2,1,60-64,2336
2015,2,1,65-69,3510
2015,2,1,70-74,4181
2015,2,1,75-79,5987
2015,2,1,80-84,8036
2015,2,1,85-89,9108
2015,2,1,90+,11419
2015,2,2,<1,237
2015,2,2,01-04,41
2015,2,2,05-09,22
2015,2,2,10-14,29
2015,2,2,15-19,62
2015,2,2,20-24,79
2015,2,2,25-29,123
2015,2,2,30-34,174
2015,2,2,35-39,270
2015,2,2,40-44,404
2015,2,2,45-49,672
2015,2,2,50-54,1026
2015,2,2,55-59,1310
2015,2,2,60-64,1951
2015,2,2,65-69,2961
2015,2,2,70-74,3910
2015,2,2,75-79,5412
2015,2,2,80-84,8296
2015,2,2,85-89,10103
2015,2,2,90+,13830
2015,2,3,<1,181
2015,2,3,01-04,34
2015,2,3,05-09,19
2015,2,3,10-14,20
2015,2,3,15-19,63
2015,2,3,20-24,79
2015,2,3,25-29,94
2015,2,3,30-34,142
2015,2,3,35-39,187
2015,2,3,40-44,336
2015,2,3,45-49,614
2015,2,3,50-54,871
2015,2,3,55-59,1252
2015,2,3,60-64,1760
2015,2,3,65-69,2982
2015,2,3,70-74,3927
2015,2,3,75-79,5731
2015,2,3,80-84,8534
2015,2,3,85-89,11325
2015,2,3,90+,16304
2015,2,4,<1,135
2015,2,4,01-04,27
2015,2,4,05-09,24
2015,2,4,10-14,17
2015,2,4,15-19,53
2015,2,4,20-24,59
2015,2,4,25-29,77
2015,2,4,30-34,103
2015,2,4,35-39,177
2015,2,4,40-44,289
2015,2,4,45-49,494
2015,2,4,50-54,775
2015,2,4,55-59,1051
2015,2,4,60-64,1555
2015,2,4,65-69,2675
2015,2,4,70-74,3528
2015,2,4,75-79,5289
2015,2,4,80-84,8220
2015,2,4,85-89,11034
2015,2,4,90+,16644
2015,2,5,<1,120
2015,2,5,01-04,16
2015,2,5,05-09,17
2015,2,5,10-14,21
2015,2,5,15-19,28
2015,2,5,20-24,44
2015,2,5,25-29,46
2015,2,5,30-34,86
2015,2,5,35-39,121
2015,2,5,40-44,212
2015,2,5,45-49,382
2015,2,5,50-54,683
2015,2,5,55-59,915
2015,2,5,60-64,1353
2015,2,5,65-69,2356
2015,2,5,70-74,3070
2015,2,5,75-79,4606
2015,2,5,80-84,7418
2015,2,5,85-89,9998
2015,2,5,90+,15007
2016,1,1,<1,531
2016,1,1,01-04,66
2016,1,1,05-09,43
2016,1,1,10-14,48
2016,1,1,15-19,121
2016,1,1,20-24,268
2016,1,1,25-29,381
2016,1,1,30-34,545
2016,1,1,35-39,667
2016,1,1,40-44,1112
2016,1,1,45-49,1610
2016,1,1,50-54,2188
2016,1,1,55-59,2955
2016,1,1,60-64,3657
2016,1,1,65-69,5256
2016,1,1,70-74,5756
2016,1,1,75-79,6754
2016,1,1,80-84,7256
2016,1,1,85-89,6424
2016,1,1,90+,4967
2016,1,2,<1,321
2016,1,2,01-04,61
2016,1,2,05-09,30
2016,1,2,10-14,28
2016,1,2,15-19,92
2016,1,2,20-24,204
2016,1,2,25-29,264
2016,1,2,30-34,387
2016,1,2,35-39,452
2016,1,2,40-44,716
2016,1,2,45-49,1095
2016,1,2,50-54,1616
2016,1,2,55-59,2121
2016,1,2,60-64,3038
2016,1,2,65-69,4457
2016,1,2,70-74,5356
2016,1,2,75-79,6739
2016,1,2,80-84,7778
2016,1,2,85-89,7541
2016,1,2,90+,6116
2016,1,3,<1,235
2016,1,3,01-04,37
2016,1,3,05-09,19
2016,1,3,10-14,32
2016,1,3,15-19,90
2016,1,3,20-24,177
2016,1,3,25-29,222
2016,1,3,30-34,285
2016,1,3,35-39,337
2016,1,3,40-44,514
2016,1,3,45-49,869
2016,1,3,50-54,1264
2016,1,3,55-59,1821
2016,1,3,60-64,2556
2016,1,3,65-69,4152
2016,1,3,70-74,5313
2016,1,3,75-79,6947
2016,1,3,80-84,8616
2016,1,3,85-89,8615
2016,1,3,90+,7521
2016,1,4,<1,190
2016,1,4,01-04,27
2016,1,4,05-09,17
2016,1,4,10-14,27
2016,1,4,15-19,78
2016,1,4,20-24,135
2016,1,4,25-29,158
2016,1,4,30-34,180
2016,1,4,35-39,266
2016,1,4,40-44,407
2016,1,4,45-49,673
2016,1,4,50-54,1050
2016,1,4,55-59,1442
2016,1,4,60-64,2204
2016,1,4,65-69,3884
2016,1,4,70-74,5207
2016,1,4,75-79,6780
2016,1,4,80-84,8698
2016,1,4,85-89,8927
2016,1,4,90+,7863
2016,1,5,<1,156
2016,1,5,01-04,18
2016,1,5,05-09,19
2016,1,5,10-14,17
2016,1,5,15-19,74
2016,1,5,20-24,132
2016,1,5,25-29,119
2016,1,5,30-34,126
2016,1,5,35-39,178
2016,1,5,40-44,294
2016,1,5,45-49,530
2016,1,5,50-54,855
2016,1,5,55-59,1160
2016,1,5,60-64,1846
2016,1,5,65-69,3330
2016,1,5,70-74,4502
2016,1,5,75-79,5900
2016,1,5,80-84,8229
2016,1,5,85-89,8684
2016,1,5,90+,7700
2016,2,1,<1,425
2016,2,1,01-04,65
2016,2,1,05-09,25
2016,2,1,10-14,43
2016,2,1,15-19,66
2016,2,1,20-24,123
2016,2,1,25-29,181
2016,2,1,30-34,283
2016,2,1,35-39,388
2016,2,1,40-44,581
2016,2,1,45-49,1004
2016,2,1,50-54,1400
2016,2,1,55-59,1808
2016,2,1,60-64,2451
2016,2,1,65-69,3404
2016,2,1,70-74,4256
2016,2,1,75-79,5763
2016,2,1,80-84,7551
2016,2,1,85-89,8835
2016,2,1,90+,10927
2016,2,2,<1,264
2016,2,2,01-04,47
2016,2,2,05-09,20
2016,2,2,10-14,25
2016,2,2,15-19,48
2016,2,2,20-24,85
2016,2,2,25-29,125
2016,2,2,30-34,192
2016,2,2,35-39,260
2016,2,2,40-44,429
2016,2,2,45-49,649
2016,2,2,50-54,1117
2016,2,2,55-59,1505
2016,2,2,60-64,2018
2016,2,2,65-69,3110
2016,2,2,70-74,3957
2016,2,2,75-79,5507
2016,2,2,80-84,7743
2016,2,2,85-89,9820
2016,2,2,90+,13399
2016,2,3,<1,197
2016,2,3,01-04,32
2016,2,3,05-09,11
2016,2,3,10-14,17
2016,2,3,15-19,43
2016,2,3,20-24,71
2016,2,3,25-29,93
2016,2,3,30-34,154
2016,2,3,35-39,200
2016,2,3,40-44,334
2016,2,3,45-49,609
2016,2,3,50-54,916
2016,2,3,55-59,1304
2016,2,3,60-64,1753
2016,2,3,65-69,3031
2016,2,3,70-74,4021
2016,2,3,75-79,5533
2016,2,3,80-84,8161
2016,2,3,85-89,10889
2016,2,3,90+,15664
2016,2,4,<1,145
2016,2,4,01-04,26
2016,2,4,05-09,22
2016,2,4,10-14,19
2016,2,4,15-19,43
2016,2,4,20-24,43
2016,2,4,25-29,78
2016,2,4,30-34,118
2016,2,4,35-39,168
2016,2,4,40-44,278
2016,2,4,45-49,525
2016,2,4,50-54,766
2016,2,4,55-59,1139
2016,2,4,60-64,1550
2016,2,4,65-69,2787
2016,2,4,70-74,3873
2016,2,4,75-79,5278
2016,2,4,80-84,7886
2016,2,4,85-89,10723
2016,2,4,90+,15930
2016,2,5,<1,123
2016,2,5,01-04,30
2016,2,5,05-09,15
2016,2,5,10-14,12
2016,2,5,15-19,40
2016,2,5,20-24,42
2016,2,5,25-29,59
2016,2,5,30-34,101
2016,2,5,35-39,130
2016,2,5,40-44,226
2016,2,5,45-49,391
2016,2,5,50-54,681
2016,2,5,55-59,951
2016,2,5,60-64,1322
2016,2,5,65-69,2389
2016,2,5,70-74,3303
2016,2,5,75-79,4597
2016,2,5,80-84,7159
2016,2,5,85-89,9888
2016,2,5,90+,14282
